Source.Name,x1,y1,x2,y2,x3,y3,x4,y4
202206300903418543.txt,0.2287029,0.7684234,0.5709478,0.4146987,1.539339,0.5021158,-5.519028,-1.487411
202206300903423346.txt,-4.71126,2.434401,-0.3944041,0.4417173,1.364631,0.3864542,4.100758,0.8225532
202206300908329134.txt,0.1866659,0.2783203,1.050189,0.2371303,25.22606,4.656448,-0.0382632,-0.9331102
202206300908340391.txt,-0.4412566,1.426945,0.2607379,0.4481549,1.127211,0.4240496,3.053239,0.9224694
202206300908346516.txt,0.2188807,0.5238494,0.5505529,0.4783088,1.370304,0.5911759,52.24159,32.46254
202206300908352258.txt,0.2578877,0.490276,0.5620701,0.4724585,1.282473,0.5422446,1.393057,1.058599
202206300908358161.txt,0.01470932,0.5907075,0.5695241,0.4539617,1.868044,0.51169,-1.949887,0.09147666
202206300908364573.txt,1.458883,-1.418622,-3.29081,1.208556,0.3143623,0.3208865,1.223192,0.4566336
202206300908371212.txt,0.3150461,0.5721415,0.629384,0.4502938,1.908319,0.5631133,-0.9160016,0.08897632
202206300908377366.txt,1.833405,0.1897629,-0.3526597,0.4888918,0.5007067,0.4452801,0.9461427,0.5072513
202206300908382780.txt,0.4343411,0.4856687,1.098369,0.4629159,-31.03604,-4.485893,-0.3145697,-0.3346549
202206300908388477.txt,1.838905,-3.895905,-0.8835229,0.6165894,0.3730769,0.1848283,0.7008754,0.2309732
202206300908394953.txt,-0.6108509,0.7087576,0.4229265,0.4791584,1.831376,0.5205411,-8.606018,-0.7148116
202206300908401431.txt,-0.08988225,0.5602314,0.5890005,0.4801693,2.622374,0.6234614,-0.8563723,0.128693
202206300908407538.txt,-2.11109,0.6868979,-0.02632064,0.4512317,0.6702881,0.4577113,1.42458,0.9034608
202206300908413066.txt,0.8906569,0.2927983,-6.159815,1.116918,0.3010826,0.4926548,0.6027676,0.5057706
202206300908419395.txt,-4.149854,3.455363,-0.9840673,0.6341629,0.4010584,0.4578673,0.9741408,0.5176026
202206300908425331.txt,12.03577,-1.867559,-0.1485297,0.4698729,0.5080301,0.4433843,0.8962498,0.7303846
202206300908430890.txt,0.9891916,0.135646,7.412935,-0.1915593,-0.1017191,0.4324615,0.5733948,0.4450601
202206300908436984.txt,-2.192563,1.116579,-0.1343554,0.2749611,1.059315,0.269023,2.838245,1.011439
202206300908443248.txt,-0.8243628,4.489386,0.3539056,0.2960996,1.265802,0.2660925,5.436096,1.397987
202206300908449057.txt,-1.465039,3.641313,-1.961276,0.7968295,0.2823708,0.4873529,0.5371805,0.4916585
202206300908454925.txt,-2.096678,0.7250561,-0.17033,0.06346475,0.87718,0.08043677,1.961924,0.9981128
202206300908461577.txt,0.2801252,0.4980299,0.9604089,0.4766665,4.354016,0.8984051,6.075676,5.881028
202206300908465915.txt,0.4216865,0.3205155,1.760183,0.108701,-3.511275,-0.9025743,-0.2414485,-0.6010537
202206300908472805.txt,-4.193692,3.879728,-0.8666975,0.6180578,0.5348575,0.4556749,1.283545,0.5418732
202206300908478342.txt,-14.68428,12.08676,0.001128286,0.5350242,0.5558293,0.4534465,0.9112087,0.5458778
202206300908484408.txt,-17.62358,14.3219,-0.4151945,0.4576,1.044784,0.3603126,2.717078,0.5725429
202206300908491213.txt,-0.3439356,0.5510875,0.2923983,0.415635,0.9979746,0.5505973,1.447657,4.851826
202206300908496997.txt,-0.0880363,0.5111685,0.3565145,0.4908956,0.8157997,0.5108181,-0.4459887,-1.232234
202206300908502821.txt,1.586083,-0.07550071,-2.333178,0.4915219,0.3517521,0.2775313,1.004402,0.3349205
202206300908508402.txt,0.6764435,0.2959636,1.997638,0.2628956,-0.1729141,0.4574038,0.580982,0.4772658
202206300908514651.txt,-2.793407,7.221434,-0.6809803,0.6922129,0.5656568,0.44214,1.277289,0.5569314
202206300908520376.txt,-31.20047,23.93201,-0.3952864,0.5982632,0.4150333,0.4667437,0.6885684,0.499799
202206300908526260.txt,8.607757,-1.239529,0.09695807,0.4706174,0.7104172,0.456358,1.933793,0.654504
202206300908532773.txt,-0.8563455,1.029111,0.157934,0.4603481,0.7907379,0.4387009,1.586123,0.5105705
202206300908539160.txt,-0.7884539,2.914422,-0.879475,0.7357554,0.3958338,0.4684899,0.9326687,0.5279364
202206300908545099.txt,0.05404798,0.5754977,0.5038108,0.4700311,1.430667,0.5667807,-4.23961,-1.415236
202206300908550391.txt,-29.09143,3.450585,-1.197511,0.4975596,0.6847747,0.4828317,2.481045,1.459898
202206300908556974.txt,-0.07236838,0.5425743,0.4116825,0.4808741,1.101553,0.5411509,-1.680722,-0.7172744
202206300908563227.txt,0.02871454,0.5360889,0.5393269,0.4675467,1.678154,0.6762446,8.48703,10.71442
202206300908569237.txt,6.409397,-52.55656,-2.284992,1.009246,0.2205751,0.4768603,0.7393092,0.5013521
202206300908575336.txt,3.671305,-5.195008,-0.5397142,0.2404204,0.4931361,-0.06079622,0.9739117,0.07854479
202206300908582029.txt,-0.09713233,0.5561476,0.6087391,0.4824109,3.047983,0.8770344,-0.2784709,-0.4476781
202206300908588636.txt,-0.5674813,0.7874219,0.4467057,0.4825856,1.096692,0.4892185,-5.737634,-0.008079247
202206300908595099.txt,-0.6144581,0.5992764,0.3467306,0.4485548,1.334982,0.47855,-7.065096,-0.7569541
202206300909001262.txt,-0.6582137,0.5683935,0.2106223,0.4801987,0.6573871,0.496788,1.321079,1.578085
